196.00,-948.00,-352.00
196.00,-948.00,-352.00
196.00,-948.00,-352.00
196.00,-952.00,-352.00
192.00,-948.00,-352.00
192.00,-948.00,-352.00
196.00,-948.00,-356.00
196.00,-952.00,-356.00
196.00,-944.00,-348.00
192.00,-948.00,-352.00
196.00,-948.00,-356.00
192.00,-948.00,-348.00
192.00,-948.00,-352.00
192.00,-948.00,-352.00
192.00,-952.00,-352.00
196.00,-952.00,-344.00
188.00,-952.00,-348.00
192.00,-948.00,-344.00
192.00,-948.00,-348.00
188.00,-956.00,-348.00
172.00,-976.00,-368.00
168.00,-952.00,-360.00
164.00,-928.00,-336.00
156.00,-920.00,-348.00
-24.00,-948.00,-392.00
-56.00,-960.00,-388.00
-124.00,-988.00,-380.00
-68.00,-972.00,-372.00
-180.00,-956.00,-404.00
-212.00,-936.00,-404.00
-264.00,-908.00,-380.00
-316.00,-888.00,-384.00
-528.00,-804.00,-364.00
-580.00,-792.00,-352.00
-612.00,-784.00,-352.00
-656.00,-768.00,-352.00
-932.00,-760.00,-332.00
-888.00,-720.00,-348.00
-988.00,-688.00,-312.00
-848.00,-628.00,-296.00
-792.00,-496.00,-228.00
-828.00,-464.00,-220.00
-864.00,-444.00,-212.00
-876.00,-404.00,-196.00
-904.00,-300.00,-188.00
-940.00,-292.00,-192.00
-924.00,-284.00,-180.00
-976.00,-268.00,-204.00
-928.00,-212.00,-208.00
-932.00,-204.00,-212.00
-948.00,-196.00,-208.00
-956.00,-188.00,-220.00
-,-,-
140.00,-960.00,-324.00
144.00,-964.00,-324.00
140.00,-968.00,-320.00
148.00,-968.00,-320.00
144.00,-964.00,-316.00
144.00,-968.00,-312.00
148.00,-968.00,-308.00
140.00,-968.00,-320.00
144.00,-968.00,-316.00
140.00,-972.00,-316.00
144.00,-964.00,-316.00
144.00,-964.00,-316.00
144.00,-972.00,-316.00
140.00,-972.00,-312.00
148.00,-968.00,-312.00
144.00,-968.00,-312.00
144.00,-968.00,-312.00
144.00,-972.00,-312.00
144.00,-968.00,-312.00
148.00,-972.00,-312.00
144.00,-972.00,-304.00
140.00,-972.00,-304.00
140.00,-972.00,-312.00
136.00,-980.00,-312.00
4.00,-976.00,-332.00
-8.00,-984.00,-336.00
-24.00,-984.00,-332.00
-80.00,-980.00,-328.00
-112.00,-972.00,-320.00
-168.00,-944.00,-316.00
-520.00,-808.00,-256.00
-564.00,-796.00,-252.00
-600.00,-780.00,-244.00
-744.00,-716.00,-224.00
-768.00,-608.00,-180.00
-796.00,-592.00,-164.00
-852.00,-556.00,-128.00
-864.00,-532.00,-116.00
-924.00,-380.00,-64.00
-920.00,-376.00,-60.00
-928.00,-352.00,-48.00
-928.00,-340.00,-36.00
-964.00,-268.00,-48.00
-964.00,-268.00,-44.00
-952.00,-264.00,-44.00
-968.00,-252.00,-48.00
-968.00,-240.00,-48.00
-992.00,-236.00,-44.00
-996.00,-236.00,-44.00
-992.00,-232.00,-48.00
-984.00,-228.00,-68.00
-988.00,-228.00,-64.00
-984.00,-236.00,-64.00
-972.00,-256.00,-68.00
-984.00,-252.00,-56.00
-984.00,-252.00,-56.00
-980.00,-256.00,-52.00
-984.00,-256.00,-56.00
-996.00,-260.00,-56.00
-988.00,-264.00,-56.00
-,-,-
100.00,-968.00,-324.00
104.00,-968.00,-324.00
100.00,-964.00,-332.00
100.00,-964.00,-340.00
100.00,-968.00,-332.00
96.00,-968.00,-328.00
96.00,-964.00,-328.00
100.00,-964.00,-328.00
100.00,-964.00,-332.00
100.00,-968.00,-332.00
100.00,-968.00,-336.00
100.00,-972.00,-332.00
100.00,-964.00,-328.00
100.00,-964.00,-332.00
96.00,-968.00,-332.00
100.00,-964.00,-332.00
100.00,-972.00,-328.00
100.00,-972.00,-328.00
96.00,-976.00,-328.00
96.00,-968.00,-332.00
96.00,-976.00,-332.00
104.00,-976.00,-348.00
64.00,-1012.00,-344.00
52.00,-992.00,-336.00
-216.00,-964.00,-324.00
-192.00,-976.00,-340.00
-180.00,-1004.00,-388.00
-184.00,-992.00,-388.00
-432.00,-868.00,-332.00
-472.00,-832.00,-324.00
-588.00,-760.00,-292.00
-620.00,-764.00,-296.00
-820.00,-612.00,-200.00
-820.00,-588.00,-176.00
-792.00,-584.00,-168.00
-776.00,-488.00,-124.00
-956.00,-400.00,-64.00
-972.00,-388.00,-52.00
-968.00,-380.00,-48.00
-936.00,-348.00,-44.00
-992.00,-280.00,-44.00
-1000.00,-272.00,-48.00
-992.00,-272.00,-52.00
-976.00,-276.00,-52.00
-984.00,-284.00,-52.00
-1000.00,-284.00,-48.00
-1000.00,-292.00,-44.00
-976.00,-288.00,-52.00
-976.00,-284.00,-52.00
-988.00,-300.00,-52.00
-996.00,-292.00,-48.00
-984.00,-296.00,-48.00
-976.00,-296.00,-48.00
-984.00,-300.00,-48.00
-992.00,-308.00,-48.00
-968.00,-304.00,-52.00
-952.00,-320.00,-52.00
-960.00,-320.00,-52.00
-976.00,-316.00,-52.00
-,-,-
136.00,-952.00,-368.00
136.00,-952.00,-368.00
136.00,-952.00,-368.00
136.00,-952.00,-368.00
132.00,-952.00,-368.00
