20.0,152.0,1000.0
24.0,176.0,964.0
28.0,148.0,984.0
 -,-,-
100.0,36.0,812.0
84.0,40.0,864.0
36.0,24.0,920.0
44.0,72.0,968.0
-4.0,24.0,964.0
-4.0,24.0,948.0
32.0,24.0,968.0
60.0,4.0,1048.0
64.0,12.0,1056.0
76.0,8.0,1024.0
64.0,12.0,1004.0
64.0,0.0,1008.0
32.0,4.0,972.0
44.0,16.0,992.0
20.0,4.0,1000.0
16.0,-16.0,1016.0
16.0,-12.0,1028.0
16.0,0.0,1020.0
24.0,12.0,1016.0
20.0,4.0,1004.0
12.0,8.0,1000.0
12.0,8.0,1012.0
12.0,12.0,996.0
20.0,16.0,984.0
24.0,4.0,980.0
28.0,8.0,988.0
36.0,16.0,1000.0
36.0,16.0,1000.0
32.0,8.0,1000.0
32.0,12.0,1000.0
28.0,-8.0,1008.0
16.0,-20.0,1032.0
4.0,-36.0,1008.0
-12.0,-36.0,1036.0
-20.0,-40.0,1032.0
-16.0,-52.0,1004.0
-52.0,-56.0,1008.0
-48.0,-44.0,976.0
-36.0,-48.0,968.0
-12.0,-36.0,972.0
-32.0,-40.0,952.0
 -,-,-
8.0,80.0,1028.0
-4.0,88.0,1012.0
-12.0,92.0,1004.0
-12.0,104.0,1012.0
-28.0,92.0,1032.0
-36.0,100.0,1032.0
-20.0,124.0,1004.0
-16.0,112.0,988.0
-8.0,112.0,992.0
-4.0,104.0,1000.0
12.0,120.0,1012.0
16.0,120.0,1008.0
20.0,120.0,1008.0
12.0,112.0,996.0
8.0,124.0,988.0
4.0,120.0,992.0
4.0,116.0,1012.0
0.0,120.0,1012.0
12.0,136.0,992.0
12.0,128.0,980.0
20.0,128.0,992.0
16.0,124.0,996.0
16.0,124.0,1004.0
8.0,116.0,1000.0
12.0,124.0,1000.0
20.0,124.0,1004.0
20.0,120.0,1004.0
24.0,128.0,1008.0
24.0,128.0,996.0
32.0,128.0,992.0
24.0,120.0,1004.0
56.0,60.0,972.0
32.0,92.0,980.0
16.0,184.0,972.0
12.0,168.0,984.0
8.0,148.0,1000.0
4.0,132.0,996.0
4.0,140.0,988.0
8.0,136.0,996.0
8.0,156.0,1024.0
8.0,152.0,996.0
24.0,156.0,988.0
16.0,148.0,996.0
16.0,152.0,996.0
20.0,160.0,988.0
12.0,144.0,988.0
16.0,156.0,992.0
24.0,176.0,972.0
8.0,172.0,904.0
0.0,152.0,944.0
-4.0,156.0,908.0
4.0,100.0,924.0
 -,-,-
4.0,76.0,1032.0
4.0,80.0,1020.0
32.0,92.0,988.0
32.0,104.0,992.0
28.0,96.0,1012.0
20.0,92.0,1028.0
24.0,96.0,1012.0
20.0,100.0,992.0
24.0,108.0,992.0
24.0,108.0,992.0
16.0,104.0,984.0
16.0,92.0,984.0
12.0,88.0,992.0
4.0,92.0,1012.0
12.0,100.0,1000.0
16.0,104.0,1004.0
20.0,100.0,1000.0
16.0,92.0,1004.0
12.0,92.0,1012.0
12.0,104.0,1004.0
20.0,100.0,992.0
16.0,100.0,1008.0
16.0,104.0,1004.0
12.0,92.0,1008.0
20.0,108.0,1012.0
16.0,100.0,1012.0
16.0,92.0,1016.0
36.0,116.0,992.0
36.0,104.0,996.0
24.0,84.0,1008.0
24.0,84.0,1000.0
24.0,80.0,984.0
28.0,100.0,1000.0
-20.0,72.0,996.0
-52.0,100.0,1024.0
-40.0,92.0,1020.0
-24.0,84.0,1004.0
-20.0,88.0,1004.0
-20.0,84.0,992.0
-28.0,60.0,980.0
-8.0,76.0,992.0
-4.0,68.0,996.0
4.0,80.0,988.0
4.0,72.0,980.0
12.0,88.0,984.0
12.0,80.0,988.0
16.0,80.0,984.0
28.0,72.0,992.0
84.0,64.0,924.0
56.0,12.0,936.0
32.0,-8.0,920.0
-24.0,-104.0,916.0
-12.0,-160.0,960.0
-16.0,-180.0,896.0
 -,-,-
120.0,96.0,1036.0
116.0,136.0,1000.0
68.0,104.0,936.0
32.0,72.0,968.0
24.0,104.0,984.0
40.0,112.0,1004.0
32.0,108.0,992.0
24.0,104.0,968.0
36.0,116.0,976.0
56.0,112.0,992.0
52.0,112.0,996.0
48.0,112.0,1012.0
36.0,120.0,996.0
24.0,104.0,992.0
16.0,108.0,1012.0
20.0,128.0,1016.0
20.0,120.0,1008.0
28.0,128.0,996.0
24.0,120.0,980.0
20.0,120.0,976.0
20.0,116.0,1004.0
28.0,112.0,1016.0
24.0,104.0,1004.0
20.0,96.0,996.0
20.0,84.0,988.0
24.0,100.0,1004.0
28.0,104.0,1004.0
24.0,96.0,1000.0
28.0,72.0,1028.0
28.0,88.0,1008.0
28.0,80.0,1012.0
12.0,80.0,1004.0
-100.0,140.0,960.0
0.0,80.0,988.0
-8.0,88.0,1012.0
0.0,92.0,1000.0
0.0,116.0,1016.0
-4.0,100.0,1004.0
-36.0,232.0,792.0
-4.0,56.0,1008.0
28.0,84.0,960.0
 -,-,-
28.0,108.0,996.0
32.0,108.0,1008.0
36.0,108.0,1020.0
36.0,112.0,1012.0
40.0,116.0,1020.0
40.0,108.0,1008.0
44.0,112.0,1012.0
40.0,124.0,988.0
44.0,124.0,996.0
32.0,124.0,996.0
28.0,124.0,1000.0
28.0,128.0,1000.0
28.0,128.0,996.0
16.0,132.0,1000.0
16.0,140.0,1012.0
8.0,132.0,1004.0
0.0,132.0,1012.0
0.0,132.0,1012.0
16.0,144.0,992.0
28.0,140.0,984.0
20.0,140.0,1008.0
28.0,140.0,1036.0
36.0,148.0,1024.0
48.0,168.0,1028.0
36.0,160.0,1008.0
28.0,152.0,992.0
20.0,148.0,996.0
20.0,144.0,1004.0
24.0,148.0,992.0
20.0,140.0,988.0
28.0,152.0,988.0
16.0,128.0,916.0
16.0,140.0,988.0
12.0,140.0,996.0
12.0,152.0,1020.0
8.0,164.0,996.0
32.0,164.0,992.0
20.0,164.0,992.0
20.0,168.0,992.0
20.0,176.0,996.0
16.0,172.0,992.0
16.0,172.0,988.0
24.0,184.0,980.0
24.0,188.0,984.0
24.0,192.0,988.0
16.0,188.0,964.0
0.0,184.0,964.0
-20.0,180.0,988.0
-28.0,180.0,944.0
-20.0,184.0,940.0
-28.0,148.0,884.0
-68.0,76.0,900.0
-36.0,24.0,932.0
24.0,-12.0,852.0
-56.0,-220.0,740.0
4.0,-240.0,828.0
24.0,-340.0,892.0
 -,-,-
24.0,112.0,1008.0
20.0,108.0,1016.0
20.0,100.0,1024.0
28.0,104.0,1012.0
28.0,104.0,1012.0
28.0,108.0,1012.0
32.0,112.0,1024.0
24.0,108.0,1004.0
32.0,116.0,1000.0
24.0,116.0,1004.0
28.0,108.0,1016.0
24.0,108.0,1004.0
28.0,104.0,1016.0
32.0,108.0,1012.0
36.0,108.0,1012.0
32.0,112.0,996.0
40.0,108.0,1000.0
36.0,104.0,996.0
40.0,108.0,996.0
48.0,112.0,1004.0
32.0,104.0,1012.0
28.0,104.0,1012.0
36.0,112.0,1000.0
36.0,108.0,1008.0
40.0,108.0,988.0
40.0,100.0,992.0
32.0,100.0,996.0
36.0,104.0,1008.0
40.0,116.0,988.0
44.0,112.0,1012.0
36.0,100.0,996.0
36.0,100.0,992.0
-80.0,236.0,1284.0
24.0,128.0,988.0
24.0,128.0,1000.0
28.0,112.0,1020.0
36.0,108.0,1008.0
28.0,108.0,1000.0
24.0,112.0,1004.0
16.0,100.0,1000.0
24.0,108.0,1008.0
24.0,116.0,1008.0
12.0,112.0,1016.0
20.0,116.0,1012.0
16.0,124.0,1004.0
20.0,124.0,996.0
20.0,128.0,996.0
24.0,132.0,992.0
20.0,152.0,972.0
20.0,132.0,980.0
16.0,124.0,1004.0
-4.0,116.0,1008.0
-20.0,96.0,944.0
-32.0,64.0,968.0
8.0,12.0,968.0
4.0,-8.0,888.0
20.0,-24.0,844.0
32.0,-268.0,1056.0
64.0,-232.0,1028.0
64.0,-272.0,932.0
44.0,-352.0,732.0
32.0,-444.0,764.0
16.0,-536.0,744.0
36.0,-724.0,732.0
32.0,-740.0,780.0
12.0,-780.0,768.0



